,num_observations,rel_error,seed,signal_dimension,sparsity
728,18,1.0134192975332927,0,100,45
729,20,0.9594916760920038,0,100,45
730,22,0.9419612979500095,0,100,45
731,23,0.9428252800001813,0,100,45
732,25,0.9795884308426819,0,100,45
733,28,0.9942121812454506,0,100,45
734,30,0.9468939122617653,0,100,45
735,32,0.8999286311443163,0,100,45
736,35,0.8428272462372546,0,100,45
737,38,0.9096275541373333,0,100,45
738,41,0.8975570923591483,0,100,45
739,45,0.8865734891766595,0,100,45
740,48,0.8733093383608486,0,100,45
741,52,0.879647869880848,0,100,45
742,57,0.7847815411862259,0,100,45
743,62,0.7696109333462671,0,100,45
744,67,0.7826018675762968,0,100,45
745,72,0.7598242186010762,0,100,45
746,78,0.755567070704615,0,100,45
747,85,0.6970227651096449,0,100,45
748,92,0.6963055583048927,0,100,45
749,100,0.6735927178859886,0,100,45
750,10,1.088916319477236,0,100,52
751,10,1.088916319477236,0,100,52
752,11,1.1803089650849565,0,100,52
753,12,1.1363503264994834,0,100,52
754,13,1.2217425773782156,0,100,52
755,14,1.1618679478873144,0,100,52
756,16,1.1244542704770122,0,100,52
757,17,1.064793063281753,0,100,52
758,18,1.0689463392205265,0,100,52
759,20,0.9873926065779787,0,100,52
760,22,0.9729616456907819,0,100,52
761,23,0.9729502856230536,0,100,52
762,25,0.9834974717562038,0,100,52
763,28,1.0134768493921402,0,100,52
764,30,0.9832230917248553,0,100,52
765,32,0.9292501116466543,0,100,52
766,35,0.8830040856040252,0,100,52
767,38,0.8532267488217405,0,100,52
768,41,0.8683413757226001,0,100,52
769,45,0.8675143584900469,0,100,52
770,48,0.9123776387139035,0,100,52
771,52,0.883698992127361,0,100,52
772,57,0.8529048093874703,0,100,52
773,62,0.8650340848950329,0,100,52
774,67,0.837280082611904,0,100,52
775,72,0.8387765198541396,0,100,52
776,78,0.8216140945682219,0,100,52
777,85,0.782035839581849,0,100,52
778,92,0.7636904770702868,0,100,52
779,100,0.7507283560838144,0,100,52
780,10,1.0901901600212942,0,100,62
781,10,1.0901901600212942,0,100,62
782,11,1.1181777426070825,0,100,62
783,12,1.1627169710090397,0,100,62
784,13,1.2096262607295394,0,100,62
785,14,1.194296375120697,0,100,62
786,16,1.1393514850867412,0,100,62
787,17,0.9669176813920489,0,100,62
788,18,0.9643029301047664,0,100,62
789,20,0.9311204777410236,0,100,62
790,22,0.9882569517581055,0,100,62
791,23,0.9753586942692707,0,100,62
792,25,0.9602165307657098,0,100,62
793,28,0.9934920931705321,0,100,62
794,30,0.9345564028616957,0,100,62
795,32,0.9297056256719128,0,100,62
796,35,0.8887121619404164,0,100,62
797,38,0.9032050625112453,0,100,62
798,41,0.8808269991446718,0,100,62
799,45,0.8648141762811933,0,100,62
800,48,0.8803081181236678,0,100,62
801,52,0.8703678716353728,0,100,62
802,57,0.8579125038547483,0,100,62
803,62,0.8627569534618101,0,100,62
804,67,0.8612731486971382,0,100,62
805,72,0.8640347812212003,0,100,62
806,78,0.8503913757668097,0,100,62
807,85,0.8404743512797914,0,100,62
808,92,0.8391884350521202,0,100,62
809,100,0.8117213117984418,0,100,62
810,10,1.0926802369015711,0,100,72
811,10,1.0926802369015711,0,100,72
812,11,1.0858648272691462,0,100,72
813,12,1.0873180302661858,0,100,72
814,13,1.2525957177478586,0,100,72
815,14,1.2168274344129255,0,100,72
816,16,1.1907704300371833,0,100,72
817,17,0.9895540129738273,0,100,72
818,18,1.0077344825781107,0,100,72
819,20,0.979604027217815,0,100,72
820,22,1.0132144975355954,0,100,72
821,23,0.9596949792754759,0,100,72
822,25,0.9739390762916065,0,100,72
823,28,0.9691500761310328,0,100,72
824,30,0.9463912893406384,0,100,72
825,32,0.9428041376838764,0,100,72
826,35,0.9397494107778861,0,100,72
827,38,0.9256218400487921,0,100,72
828,41,0.8892700669728719,0,100,72
829,45,0.9366654304364965,0,100,72
830,48,0.9209831383051427,0,100,72
831,52,0.943008869149981,0,100,72
832,57,0.9255848232652657,0,100,72
833,62,0.9322440086066648,0,100,72
834,67,0.9127603523230519,0,100,72
835,72,0.9056904670340424,0,100,72
836,78,0.9060438702265079,0,100,72
837,85,0.92377781579233,0,100,72
838,92,0.8982187794425708,0,100,72
839,100,0.8769889124105942,0,100,72
840,10,1.0238566647094338,0,100,85
841,10,1.0238566647094338,0,100,85
842,11,1.084987654670213,0,100,85
843,12,1.073592326406403,0,100,85
844,13,1.0771357202373526,0,100,85
845,14,1.10359679765746,0,100,85
846,16,1.0310964901832782,0,100,85
847,17,1.0578203213931774,0,100,85
848,18,1.051964661603688,0,100,85
849,20,1.042005460511933,0,100,85
850,22,1.0249151202514721,0,100,85
851,23,1.0229304324646773,0,100,85
852,25,1.078271942164167,0,100,85
853,28,1.0099299869500897,0,100,85
854,30,0.9973506291466976,0,100,85
855,32,0.9797496481796214,0,100,85
856,35,0.9747540782589385,0,100,85
857,38,0.9615265276275636,0,100,85
858,41,0.9333356989091132,0,100,85
859,45,0.9397109364424565,0,100,85
860,48,0.939279854671995,0,100,85
861,52,0.9350359266533183,0,100,85
862,57,0.9072922329563001,0,100,85
863,62,0.9171221532188893,0,100,85
864,67,0.9143002995706508,0,100,85
865,72,0.9137956771359987,0,100,85
866,78,0.914613398622942,0,100,85
867,85,0.9102609581267282,0,100,85
868,92,0.9132585709852787,0,100,85
869,100,0.9176015745090711,0,100,85
870,10,1.0344894856290239,0,100,100
871,10,1.0344894856290239,0,100,100
872,11,1.0874381052093183,0,100,100
873,12,1.1007167468179222,0,100,100
874,13,1.1058461257159193,0,100,100
875,14,1.0214491779626238,0,100,100
876,16,1.0565524670560396,0,100,100
877,17,1.050004172741031,0,100,100
878,18,1.0506633083728523,0,100,100
879,20,1.0269218235428261,0,100,100
880,22,1.0282253441062994,0,100,100
881,23,1.0228378562609013,0,100,100
882,25,1.0045305678076306,0,100,100
883,28,0.9942637608144216,0,100,100
884,30,0.9835449544950645,0,100,100
885,32,0.972114721098633,0,100,100
886,35,0.9712489259868213,0,100,100
887,38,0.9581263993126148,0,100,100
888,41,0.9284986562356012,0,100,100
889,45,0.9168845813421758,0,100,100
890,48,0.9141358450369502,0,100,100
891,52,0.9252943152657584,0,100,100
892,57,0.9108819988718793,0,100,100
893,62,0.9057881685909696,0,100,100
894,67,0.9084054887372599,0,100,100
895,72,0.9175699256919767,0,100,100
896,78,0.9280274523651716,0,100,100
897,85,0.9152336694047263,0,100,100
898,92,0.9126184655113446,0,100,100
899,100,0.920921448027611,0,100,100
900,10,1.0756464223965765,1,100,1
901,10,1.0756464223965765,1,100,1
902,11,0.9978053278571344,1,100,1
903,12,0.03186557090825607,1,100,1
904,13,0.015950932566927367,1,100,1
905,14,0.01615791513326803,1,100,1
906,16,0.018425660820877265,1,100,1
907,17,0.01948372015697386,1,100,1
908,18,0.019879167115054552,1,100,1
909,20,0.021764740547326474,1,100,1
910,22,0.02281223861214765,1,100,1
911,23,0.023092691059780984,1,100,1
912,25,0.021618152581065475,1,100,1
913,28,0.016077488551733077,1,100,1
914,30,0.01711323527134201,1,100,1
915,32,0.0179267112238074,1,100,1
916,35,0.0173712362920887,1,100,1
917,38,0.01524405939000606,1,100,1
918,41,0.015122806942719835,1,100,1
919,45,0.010633134677159206,1,100,1
920,48,0.010702226149530203,1,100,1
921,52,0.010036825193605048,1,100,1
922,57,0.010364439328574448,1,100,1
923,62,0.010085976534992325,1,100,1
924,67,0.010563749886528528,1,100,1
925,72,0.010091082180492927,1,100,1
926,78,0.010742016125528386,1,100,1
927,85,0.010293130804294615,1,100,1
928,92,0.009941582263074067,1,100,1
929,100,0.010001825095920513,1,100,1
930,10,1.0756464223965765,1,100,1
931,10,1.0756464223965765,1,100,1
932,11,0.9978053278571344,1,100,1
933,12,0.03186557090825607,1,100,1
934,13,0.015950932566927367,1,100,1
935,14,0.01615791513326803,1,100,1
936,16,0.018425660820877265,1,100,1
937,17,0.01948372015697386,1,100,1
938,18,0.019879167115054552,1,100,1
939,20,0.021764740547326474,1,100,1
940,22,0.02281223861214765,1,100,1
941,23,0.023092691059780984,1,100,1
942,25,0.021618152581065475,1,100,1
943,28,0.016077488551733077,1,100,1
944,30,0.01711323527134201,1,100,1
945,32,0.0179267112238074,1,100,1
946,35,0.0173712362920887,1,100,1
947,38,0.01524405939000606,1,100,1
948,41,0.015122806942719835,1,100,1
949,45,0.010633134677159206,1,100,1
950,48,0.010702226149530203,1,100,1
951,52,0.010036825193605048,1,100,1
952,57,0.010364439328574448,1,100,1
953,62,0.010085976534992325,1,100,1
954,67,0.010563749886528528,1,100,1
955,72,0.010091082180492927,1,100,1
956,78,0.010742016125528386,1,100,1
957,85,0.010293130804294615,1,100,1
958,92,0.009941582263074067,1,100,1
959,100,0.010001825095920625,1,100,1
960,10,1.0756464223965765,1,100,1
961,10,1.0756464223965765,1,100,1
962,11,0.9978053278571344,1,100,1
963,12,0.03186557090825607,1,100,1
964,13,0.015950932566927367,1,100,1
965,14,0.01615791513326803,1,100,1
966,16,0.018425660820877265,1,100,1
967,17,0.01948372015697386,1,100,1
968,18,0.019879167115054552,1,100,1
969,20,0.021764740547326474,1,100,1
970,22,0.02281223861214765,1,100,1
971,23,0.023092691059780984,1,100,1
972,25,0.021618152581065475,1,100,1
973,28,0.016077488551733077,1,100,1
974,30,0.01711323527134201,1,100,1
975,32,0.0179267112238074,1,100,1
976,35,0.0173712362920887,1,100,1
977,38,0.01524405939000606,1,100,1
978,41,0.015122806942719835,1,100,1
979,45,0.010633134677159206,1,100,1
980,48,0.010702226149530203,1,100,1
981,52,0.010036825193605048,1,100,1
982,57,0.010364439328574448,1,100,1
983,62,0.010085976534992325,1,100,1
984,67,0.010563749886528528,1,100,1
985,72,0.010091082180492927,1,100,1
986,78,0.010742016125528386,1,100,1
987,85,0.010293130804294615,1,100,1
988,92,0.009941582263074067,1,100,1
989,100,0.010001825095920513,1,100,1
990,10,1.0756464223965765,1,100,1
991,10,1.0756464223965765,1,100,1
992,11,0.9978053278571344,1,100,1
993,12,0.03186557090825607,1,100,1
994,13,0.015950932566927367,1,100,1
995,14,0.01615791513326803,1,100,1
996,16,0.018425660820877265,1,100,1
997,17,0.01948372015697386,1,100,1
998,18,0.019879167115054552,1,100,1
999,20,0.021764740547326474,1,100,1
1000,22,0.02281223861214765,1,100,1
1001,23,0.023092691059780984,1,100,1
1002,25,0.021618152581065475,1,100,1
1003,28,0.016077488551733077,1,100,1
1004,30,0.01711323527134201,1,100,1
1005,32,0.0179267112238074,1,100,1
1006,35,0.0173712362920887,1,100,1
1007,38,0.01524405939000606,1,100,1
1008,41,0.015122806942719835,1,100,1
1009,45,0.010633134677159206,1,100,1
1010,48,0.010702226149530203,1,100,1
1011,52,0.010036825193605048,1,100,1
1012,57,0.010364439328574448,1,100,1
1013,62,0.010085976534992325,1,100,1
1014,67,0.010563749886528528,1,100,1
1015,72,0.010091082180492927,1,100,1
1016,78,0.010742016125528386,1,100,1
1017,85,0.010293130804294615,1,100,1
1018,92,0.009941582263074067,1,100,1
1019,100,0.010001825095920625,1,100,1
1020,10,1.0756464223965765,1,100,1
1021,10,1.0756464223965765,1,100,1
1022,11,0.9978053278571344,1,100,1
1023,12,0.03186557090825607,1,100,1
1024,13,0.015950932566927367,1,100,1
1025,14,0.01615791513326803,1,100,1
1026,16,0.018425660820877265,1,100,1
1027,17,0.01948372015697386,1,100,1
1028,18,0.019879167115054552,1,100,1
1029,20,0.021764740547326474,1,100,1
1030,22,0.02281223861214765,1,100,1
1031,23,0.023092691059780984,1,100,1
1032,25,0.021618152581065475,1,100,1
1033,28,0.016077488551733077,1,100,1
1034,30,0.01711323527134201,1,100,1
1035,32,0.0179267112238074,1,100,1
1036,35,0.0173712362920887,1,100,1
1037,38,0.01524405939000606,1,100,1
1038,41,0.015122806942719835,1,100,1
1039,45,0.010633134677159206,1,100,1
1040,48,0.010702226149530203,1,100,1
1041,52,0.010036825193605048,1,100,1
1042,57,0.010364439328574448,1,100,1
1043,62,0.010085976534992325,1,100,1
1044,67,0.010563749886528528,1,100,1
1045,72,0.010091082180492927,1,100,1
1046,78,0.010742016125528386,1,100,1
1047,85,0.010293130804294615,1,100,1
1048,92,0.009941582263074067,1,100,1
1049,100,0.010001825095920625,1,100,1
1050,10,0.8511118033060512,1,100,2
1051,10,0.8511118033060512,1,100,2
1052,11,0.9172668756239274,1,100,2
1053,12,0.8583409853601952,1,100,2
1054,13,0.021874798078009097,1,100,2
1055,14,0.023763459937513703,1,100,2
1056,16,0.027597564087257085,1,100,2
1057,17,0.028226262937323672,1,100,2
1058,18,0.030264644152928045,1,100,2
1059,20,0.03230615645153743,1,100,2
1060,22,0.03045449487191428,1,100,2
1061,23,0.03144831347457747,1,100,2
1062,25,0.03034452281473792,1,100,2
1063,28,0.025829429355201553,1,100,2
1064,30,0.027082646643158518,1,100,2
1065,32,0.0286531742616707,1,100,2
1066,35,0.027490989897411652,1,100,2
1067,38,0.024245303427438133,1,100,2
1068,41,0.024164084231293806,1,100,2
1069,45,0.0206275918877211,1,100,2
1070,48,0.021916697465295645,1,100,2
1071,52,0.022879997292874522,1,100,2
1072,57,0.024319565856826063,1,100,2
1073,62,0.023723262300866313,1,100,2
1074,67,0.024221828461146257,1,100,2
1075,72,0.02379867470453151,1,100,2
1076,78,0.02483119497564153,1,100,2
1077,85,0.022728377045937685,1,100,2
1078,92,0.020539779584830074,1,100,2
1079,100,0.01957791145355842,1,100,2
1080,10,0.8511118033060512,1,100,2
1081,10,0.8511118033060512,1,100,2
1082,11,0.9172668756239274,1,100,2
1083,12,0.8583409853601952,1,100,2
1084,13,0.021874798078009097,1,100,2
1085,14,0.023763459937513703,1,100,2
1086,16,0.027597564087257085,1,100,2
1087,17,0.028226262937323672,1,100,2
1088,18,0.030264644152928045,1,100,2
1089,20,0.03230615645153743,1,100,2
1090,22,0.03045449487191428,1,100,2
1091,23,0.03144831347457747,1,100,2
1092,25,0.03034452281473792,1,100,2
1093,28,0.025829429355201553,1,100,2
1094,30,0.027082646643158518,1,100,2
1095,32,0.0286531742616707,1,100,2
1096,35,0.027490989897411652,1,100,2
1097,38,0.024245303427438133,1,100,2
1098,41,0.024164084231293806,1,100,2
1099,45,0.0206275918877211,1,100,2
1100,48,0.021916697465295645,1,100,2
1101,52,0.022879997292874522,1,100,2
1102,57,0.024319565856826063,1,100,2
1103,62,0.023723262300866313,1,100,2
1104,67,0.024221828461146257,1,100,2
1105,72,0.02379867470453151,1,100,2
1106,78,0.02483119497564153,1,100,2
1107,85,0.022728377045937685,1,100,2
1108,92,0.020539779584830074,1,100,2
1109,100,0.01957791145355864,1,100,2
1110,10,0.9545136556794858,1,100,3
1111,10,0.9545136556794858,1,100,3
1112,11,0.9546567249164263,1,100,3
1113,12,1.0148895733972931,1,100,3
1114,13,0.9271117408150492,1,100,3
1115,14,0.95061309045488,1,100,3
1116,16,1.0083181058197959,1,100,3
1117,17,0.8931129214532952,1,100,3
1118,18,0.9229571713898007,1,100,3
1119,20,0.13121812183797,1,100,3
1120,22,0.10213845342611465,1,100,3
1121,23,0.10641764324630708,1,100,3
1122,25,0.11752729344767561,1,100,3
1123,28,0.060545381225868354,1,100,3
1124,30,0.058603480135073396,1,100,3
1125,32,0.0598931416332126,1,100,3
1126,35,0.06285124085385772,1,100,3
1127,38,0.04738190216421656,1,100,3
1128,41,0.04824101107786271,1,100,3
1129,45,0.0397784248564569,1,100,3
1130,48,0.04086351188563291,1,100,3
1131,52,0.04317900978794234,1,100,3
1132,57,0.04067442959339174,1,100,3
1133,62,0.03601859856021876,1,100,3
1134,67,0.0350814377023779,1,100,3
1135,72,0.03387115234452058,1,100,3
1136,78,0.03468819808889532,1,100,3
1137,85,0.032454446351885775,1,100,3
1138,92,0.0314767569756514,1,100,3
1139,100,0.03133395698178886,1,100,3
1140,10,0.9545136556794858,1,100,3
1141,10,0.9545136556794858,1,100,3
1142,11,0.9546567249164263,1,100,3
1143,12,1.0148895733972931,1,100,3
1144,13,0.9271117408150492,1,100,3
1145,14,0.95061309045488,1,100,3
1146,16,1.0083181058197959,1,100,3
1147,17,0.8931129214532952,1,100,3
1148,18,0.9229571713898007,1,100,3
1149,20,0.13121812183797,1,100,3
1150,22,0.10213845342611465,1,100,3
1151,23,0.10641764324630708,1,100,3
1152,25,0.11752729344767561,1,100,3
1153,28,0.060545381225868354,1,100,3
1154,30,0.058603480135073396,1,100,3
1155,32,0.0598931416332126,1,100,3
1156,35,0.06285124085385772,1,100,3
1157,38,0.04738190216421656,1,100,3
1158,41,0.04824101107786271,1,100,3
1159,45,0.0397784248564569,1,100,3
1160,48,0.04086351188563291,1,100,3
1161,52,0.04317900978794234,1,100,3
1162,57,0.04067442959339174,1,100,3
1163,62,0.03601859856021876,1,100,3
1164,67,0.0350814377023779,1,100,3
1165,72,0.03387115234452058,1,100,3
1166,78,0.03468819808889532,1,100,3
1167,85,0.032454446351885775,1,100,3
1168,92,0.0314767569756514,1,100,3
1169,100,0.031333956981788584,1,100,3
1170,10,0.9880121584935055,1,100,4
1171,10,0.9880121584935055,1,100,4
1172,11,1.0311653169390655,1,100,4
1173,12,1.0004694558167948,1,100,4
1174,13,0.9320102034421963,1,100,4
1175,14,0.9128847629568516,1,100,4
1176,16,1.039540556920558,1,100,4
1177,17,1.0280849827231306,1,100,4
1178,18,0.8108589087873603,1,100,4
1179,20,0.7957783704908887,1,100,4
1180,22,0.16527793228090523,1,100,4
1181,23,0.13265761191012115,1,100,4
1182,25,0.13825598926017574,1,100,4
1183,28,0.08577036412990757,1,100,4
1184,30,0.07177844654917859,1,100,4
1185,32,0.07417302925626343,1,100,4
1186,35,0.07839641327103747,1,100,4
1187,38,0.06220793739800344,1,100,4
1188,41,0.061200579830494824,1,100,4
1189,45,0.057534091434448,1,100,4
1190,48,0.061129759210109776,1,100,4
1191,52,0.06250958557512125,1,100,4
1192,57,0.0628692745559764,1,100,4
1193,62,0.05760257605890182,1,100,4
1194,67,0.0544143526338938,1,100,4
1195,72,0.05534290610928909,1,100,4
1196,78,0.055103629954468214,1,100,4
1197,85,0.05551744591252587,1,100,4
1198,92,0.05133889693531054,1,100,4
1199,100,0.05022867529324759,1,100,4
1200,10,0.9880121584935055,1,100,4
1201,10,0.9880121584935055,1,100,4
1202,11,1.0311653169390655,1,100,4
1203,12,1.0004694558167948,1,100,4
1204,13,0.9320102034421963,1,100,4
1205,14,0.9128847629568516,1,100,4
1206,16,1.039540556920558,1,100,4
1207,17,1.0280849827231306,1,100,4
1208,18,0.8108589087873603,1,100,4
1209,20,0.7957783704908887,1,100,4
1210,22,0.16527793228090523,1,100,4
1211,23,0.13265761191012115,1,100,4
1212,25,0.13825598926017574,1,100,4
1213,28,0.08577036412990757,1,100,4
1214,30,0.07177844654917859,1,100,4
1215,32,0.07417302925626343,1,100,4
1216,35,0.07839641327103747,1,100,4
1217,38,0.06220793739800344,1,100,4
1218,41,0.061200579830494824,1,100,4
1219,45,0.057534091434448,1,100,4
1220,48,0.061129759210109776,1,100,4
1221,52,0.06250958557512125,1,100,4
1222,57,0.0628692745559764,1,100,4
1223,62,0.05760257605890182,1,100,4
1224,67,0.0544143526338938,1,100,4
1225,72,0.05534290610928909,1,100,4
1226,78,0.055103629954468214,1,100,4
1227,85,0.05551744591252587,1,100,4
1228,92,0.05133889693531054,1,100,4
1229,100,0.050228675293247545,1,100,4
1230,10,1.077290774273981,1,100,5
1231,10,1.077290774273981,1,100,5
1232,11,1.0702557161917643,1,100,5
1233,12,1.0550371626361714,1,100,5
1234,13,1.0786180047479927,1,100,5
1235,14,1.0850091180928223,1,100,5
1236,16,1.0862790222972347,1,100,5
1237,17,1.0669359552969178,1,100,5
1238,18,0.9855078220823538,1,100,5
1239,20,1.0584985375808262,1,100,5
1240,22,1.0907765515212677,1,100,5
1241,23,1.0038179408093737,1,100,5
1242,25,0.9524852749936334,1,100,5
1243,28,0.9054682538028114,1,100,5
1244,30,0.8163047146186642,1,100,5
1245,32,0.8094878490309138,1,100,5
1246,35,0.19034885474713345,1,100,5
1247,38,0.15571730400400233,1,100,5
1248,41,0.1493480546980276,1,100,5
1249,45,0.1413894835303415,1,100,5
1250,48,0.1276510848633466,1,100,5
1251,52,0.10377045561646943,1,100,5
1252,57,0.0949391368189765,1,100,5
1253,62,0.08616504179502887,1,100,5
1254,67,0.0763615068013747,1,100,5
1255,72,0.07692999765711339,1,100,5
1256,78,0.07830161104193095,1,100,5
1257,85,0.07837135908093013,1,100,5
1258,92,0.06909792313525719,1,100,5
1259,100,0.07172063619095183,1,100,5
1260,10,1.0763684491399435,1,100,6
1261,10,1.0763684491399435,1,100,6
1262,11,1.089178186855747,1,100,6
1263,12,1.1107038151954212,1,100,6
1264,13,1.0989100308209732,1,100,6
1265,14,0.9882453800357002,1,100,6
1266,16,0.9919821603659916,1,100,6
1267,17,0.9898586568607336,1,100,6
1268,18,0.9855479021410805,1,100,6
1269,20,1.0138020385132185,1,100,6
1270,22,0.993428908674595,1,100,6
1271,23,0.8768566134688042,1,100,6
1272,25,0.871223578526434,1,100,6
1273,28,0.8212922877616009,1,100,6
1274,30,0.7377769568801366,1,100,6
1275,32,0.7363099812938485,1,100,6
1276,35,0.1998242328186777,1,100,6
1277,38,0.16292747420442902,1,100,6
1278,41,0.15652450537646637,1,100,6
1279,45,0.14821870971590578,1,100,6
1280,48,0.13893468789067806,1,100,6
1281,52,0.13212072097676725,1,100,6
1282,57,0.10475267261707881,1,100,6
1283,62,0.09513262587949818,1,100,6
1284,67,0.08881561007826622,1,100,6
1285,72,0.08533103822420446,1,100,6
1286,78,0.08662054483552688,1,100,6
1287,85,0.08681024595539781,1,100,6
1288,92,0.07614412872909403,1,100,6
1289,100,0.0792242665512336,1,100,6
1290,10,1.0807905042601615,1,100,7
1291,10,1.0807905042601615,1,100,7
1292,11,1.088996407928699,1,100,7
1293,12,1.0952475919655793,1,100,7
1294,13,1.0949649339130776,1,100,7
1295,14,0.9856688572770362,1,100,7
1296,16,1.0031218648236695,1,100,7
1297,17,1.0164252938118414,1,100,7
1298,18,1.0744071196982012,1,100,7
1299,20,0.9843862528495543,1,100,7
1300,22,0.921978139374125,1,100,7
1301,23,0.8322095548199689,1,100,7
1302,25,0.8181592866877618,1,100,7
1303,28,0.7559236510517455,1,100,7
1304,30,0.667819079175923,1,100,7
1305,32,0.6640955140596493,1,100,7
1306,35,0.215834839692688,1,100,7
1307,38,0.17598178549423843,1,100,7
1308,41,0.16906578871523475,1,100,7
1309,45,0.159709889623689,1,100,7
1310,48,0.1487145222087145,1,100,7
1311,52,0.1413971231125008,1,100,7
1312,57,0.11210675467551842,1,100,7
1313,62,0.10055442709733026,1,100,7
1314,67,0.09496917185531935,1,100,7
1315,72,0.09153865786511524,1,100,7
1316,78,0.09303757778087605,1,100,7
1317,85,0.09577918296662931,1,100,7
1318,92,0.08710684255944821,1,100,7
1319,100,0.09166214299870351,1,100,7
1320,10,1.1081850263637325,1,100,9
1321,10,1.1081850263637325,1,100,9
1322,11,1.122342057345511,1,100,9
1323,12,1.0473517555904592,1,100,9
1324,13,1.0013342210030491,1,100,9
1325,14,1.032193359149406,1,100,9
1326,16,1.0016399108325806,1,100,9
1327,17,1.0206839561296952,1,100,9
1328,18,0.9847220609316966,1,100,9
1329,20,0.9677938850544289,1,100,9
1330,22,0.8865105684429976,1,100,9
1331,23,0.9181656892832922,1,100,9
1332,25,0.8795328755861016,1,100,9
1333,28,0.7915691211736283,1,100,9
1334,30,0.7846997434741732,1,100,9
1335,32,0.7858612272967087,1,100,9
1336,35,0.7165586497126305,1,100,9
1337,38,0.33251050565768175,1,100,9
1338,41,0.22485438923364579,1,100,9
1339,45,0.19810726144809088,1,100,9
1340,48,0.187758034831132,1,100,9
1341,52,0.1821931865705385,1,100,9
1342,57,0.13597606519111663,1,100,9
1343,62,0.1153408255542407,1,100,9
1344,67,0.11278256337307191,1,100,9
1345,72,0.11398443817570071,1,100,9
1346,78,0.11100405926650003,1,100,9
1347,85,0.11398332663967244,1,100,9
1348,92,0.10531006302283336,1,100,9
1349,100,0.10797476320987114,1,100,9
1350,10,0.9937091843348029,1,100,10
1351,10,0.9937091843348029,1,100,10
1352,11,1.0783806892910666,1,100,10
1353,12,1.0782498696645766,1,100,10
1354,13,0.9777290959434315,1,100,10
1355,14,1.0150011528231915,1,100,10
1356,16,0.9446935738248944,1,100,10
1357,17,0.9876775697810618,1,100,10
1358,18,0.910724439452529,1,100,10
1359,20,0.9331217955742217,1,100,10
1360,22,0.8544602271407845,1,100,10
1361,23,0.8505471121096321,1,100,10
1362,25,0.8314865939337296,1,100,10
1363,28,0.7632850942804682,1,100,10
1364,30,0.7431662510616417,1,100,10
1365,32,0.7392937671147296,1,100,10
1366,35,0.7559847309410693,1,100,10
1367,38,0.5819948147137096,1,100,10
1368,41,0.5348667595433134,1,100,10
1369,45,0.45986280153649933,1,100,10
1370,48,0.329058510635235,1,100,10
1371,52,0.23805040913401712,1,100,10
1372,57,0.16650799717702944,1,100,10
1373,62,0.128981951141113,1,100,10
1374,67,0.12390009324027666,1,100,10
1375,72,0.12442637469648009,1,100,10
1376,78,0.12397099192676708,1,100,10
1377,85,0.13154763218382665,1,100,10
1378,92,0.12038111835616269,1,100,10
1379,100,0.12158755611495478,1,100,10
1380,10,1.042209665465622,1,100,12
1381,10,1.042209665465622,1,100,12
1382,11,1.0737871588483061,1,100,12
1383,12,1.11897740989427,1,100,12
1384,13,1.1243968275159941,1,100,12
1385,14,1.0456435611512516,1,100,12
1386,16,1.0684543746735558,1,100,12
1387,17,1.038521868932771,1,100,12
1388,18,0.90127391118658,1,100,12
1389,20,0.9091161463693661,1,100,12
1390,22,0.992072983634116,1,100,12
1391,23,0.9854887011323916,1,100,12
1392,25,0.8899844318772654,1,100,12
1393,28,0.76635693006685,1,100,12
1394,30,0.7859420506774218,1,100,12
1395,32,0.7480494663185288,1,100,12
1396,35,0.7392842758373679,1,100,12
1397,38,0.6467034371146473,1,100,12
1398,41,0.5247539481791543,1,100,12
1399,45,0.530800065066505,1,100,12
1400,48,0.5320596425403366,1,100,12
1401,52,0.4104196316227843,1,100,12
1402,57,0.19573264840848953,1,100,12
1403,62,0.1406386123492391,1,100,12
1404,67,0.13489179358853506,1,100,12
1405,72,0.13360146893420088,1,100,12
1406,78,0.1328932612893567,1,100,12
1407,85,0.13981075193471262,1,100,12
1408,92,0.12787026836650764,1,100,12
1409,100,0.13000912383808685,1,100,12
1410,10,1.123656402400618,1,100,14
1411,10,1.123656402400618,1,100,14
1412,11,1.1373621629609363,1,100,14
1413,12,1.0434706864079581,1,100,14
1414,13,1.0308606988356548,1,100,14
1415,14,0.9707004068441034,1,100,14
1416,16,0.968238419298832,1,100,14
1417,17,0.9651986865528832,1,100,14
1418,18,0.9897595703347593,1,100,14
1419,20,1.0362490495376244,1,100,14
1420,22,0.9486716291055216,1,100,14
1421,23,0.9482550548109704,1,100,14
1422,25,0.9076246451323939,1,100,14
1423,28,0.8937142939029692,1,100,14
1424,30,0.809219886592556,1,100,14
1425,32,0.8059084620837789,1,100,14
1426,35,0.7972745161165437,1,100,14
1427,38,0.7471413275369398,1,100,14
1428,41,0.6702074762383365,1,100,14
1429,45,0.6562922120835422,1,100,14
1430,48,0.6069263395196314,1,100,14
1431,52,0.6010001844551571,1,100,14
1432,57,0.2651989305994753,1,100,14
1433,62,0.16010182800876377,1,100,14
1434,67,0.15683268972343517,1,100,14
1435,72,0.15791051628304917,1,100,14
1436,78,0.1596194756442047,1,100,14
1437,85,0.1674227804744268,1,100,14
1438,92,0.14121787614684697,1,100,14
1439,100,0.14764724204719495,1,100,14
1440,10,1.0556980252694577,1,100,17
1441,10,1.0556980252694577,1,100,17
1442,11,1.017105100577443,1,100,17
